,Effectsize_ID,summary_statistic,effect_size,First_author,Year_published,Title,Paper_ID,Study_ID,Group_ID,Group_ID_notes,Species,Class,Rearing_type,Competition_order,Competition_order_notes,Perception_competition,Perception_competition_notes,Precendence,Precedence_notes,Fertilisation_mode,PC_variation_level,PC_variation_level_note,PC_variation_cause,PC_variation_notes,PC_variation_cause2,PC_variation_notes2,PC_variation_nature,Study_design,Study_design_notes,Fertilisation_methods,PC_type,PC_type_notes,Precop_correlation,Precop_correlation_notes,Postcop_correlation,Postcop_correlation_notes,Coin,Coin_notes,Inverse_precedence,Inverse_precedence_notes,N,N_notes,N_dependent,Corr_r,estimate,SE,n_groups,n_groups_notes,CI_lower,CI_upper,F,F_direction,F_n_goups,t,t_n_groups,p,mean_low,n_low,SD_low,SE_low,mean_med1,n_med1,SD_med1,mean_med2,n_med2,SD_med2,mean_high,n_high,SD_high,SE_high,Data_location,Notes,effect_size_group2,effect_size_est,effect_size_t,effect_size_F,effect_size_p,effect_size2,N2,yi,vi
86,89,effect_size_group2,0.817009521,Pattarini,2006,Mechanisms underlying the sperm quality advantage in Drosophila melanogaster,46,47,58,short sperm,Drosophila_melanogaster,Insecta,4,2,NA,2,NA,2,NA,1,1,NA,4,NA,4,NA,2,2,NA,1,1,NA,1,NA,5,sperm length and number in model,1,NA,1,NA,40,20 of long or short sperm competing against a standard male,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,20,0.134164079,0.03,NA,NA,NA,NA,NA,NA,0.85,20,0.089442719,0.02,Fig. 7,NA,0.817009521,NA,NA,NA,NA,0.817009521,40,1.147756593,0.027027027
87,90,effect_size_group2,0.583633916,Pattarini,2006,Mechanisms underlying the sperm quality advantage in Drosophila melanogaster,46,47,59,long sperm,Drosophila_melanogaster,Insecta,4,2,NA,2,NA,2,NA,1,1,NA,4,NA,4,NA,2,2,NA,1,1,NA,1,NA,5,sperm length and number in model,1,NA,1,NA,40,20 of long or short sperm competing against a standard male,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,20,0.178885438,0.04,NA,NA,NA,NA,NA,NA,0.91,20,0.04472136,0.01,Fig. 7,NA,0.583633916,NA,NA,NA,NA,0.583633916,40,0.667956274,0.027027027
88,91,effect_size_group2,0.481223689,Pattarini,2006,Mechanisms underlying the sperm quality advantage in Drosophila melanogaster,46,47,60,many sperm (half the individuals are the same as 58),Drosophila_melanogaster,Insecta,4,2,NA,2,NA,2,NA,1,1,NA,5,selected for long and short sperm,5,NA,2,2,NA,1,3,total,1,NA,5,NA,1,NA,1,NA,40,20 of long or short sperm competing against a standard male,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,20,0.089442719,0.02,NA,NA,NA,NA,NA,NA,0.91,20,0.04472136,0.01,Fig. 7,NA,0.481223689,NA,NA,NA,NA,0.481223689,40,0.524575525,0.027027027
89,92,effect_size_group2,0.436908919,Pattarini,2006,Mechanisms underlying the sperm quality advantage in Drosophila melanogaster,46,47,61,few sperm (half the individuals are the same as 59),Drosophila_melanogaster,Insecta,4,2,NA,2,NA,2,NA,1,1,NA,5,selected for long and short sperm,5,NA,2,2,NA,1,3,total,1,NA,5,NA,1,NA,1,NA,40,20 of long or short sperm competing against a standard male,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,20,0.134164079,0.03,NA,NA,NA,NA,NA,NA,0.77,20,0.178885438,0.04,Fig. 7,NA,0.436908919,NA,NA,NA,NA,0.436908919,40,0.468404055,0.027027027
90,93,Corr_r,-0.24,Gage,2003,"Experimental evidence for the evolution of numerous, tiny sperm via sperm competition",47,48,62,NA,Gryllus_bimaculatus,Insecta,4,4,a focal male was chosen at random,4,NA,4,NA,1,1,NA,5,selected for long and short sperm,5,NA,2,2,NA,1,3,total,1,NA,4,NA,1,NA,1,NA,77,NA,independent,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 1,NA,NA,NA,NA,NA,NA,-0.24,77,-0.244774113,0.013513514
91,94,Corr_r,0.29,Gage,2003,"Experimental evidence for the evolution of numerous, tiny sperm via sperm competition",47,48,62,NA,Gryllus_bimaculatus,Insecta,4,4,a focal male was chosen at random,4,NA,4,NA,1,1,NA,6,selected for long and short sperm but reported another trait,5,NA,2,2,NA,1,1,NA,1,NA,4,NA,1,NA,1,NA,77,NA,independent,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 2,NA,NA,NA,NA,NA,NA,0.29,77,0.298566264,0.013513514
92,95,effect_size_t,0.37597858,Lupold,2013,Female mediation of competitive fertilization success in Drosophila melanogaster,48,49,63,NA,Drosophila_melanogaster,Insecta,4,2,NA,2,NA,2,NA,1,1,NA,1,isolines,5,NA,1,1,NA,1,1,number of sperm In female reproductive track,1,NA,1,NA,1,NA,1,NA,90,90 crosses between male and female isolines,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in text,NA,NA,NA,0.37597858,NA,NA,0.37597858,90,0.395367879,0.011494253
93,96,Corr_r,0.41,Kekäläinen,2015,"Male investments in high quality sperm improve fertilization success, but may have negative impact on offspring fitness in whitefish",49,50,64,ornamented males,Coregonus_lavaretus,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,4,NA,5,split into ornamented and less ornamented,5,NA,1,NA,1,NA,24,NA,independent,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 2 (black dots),NA,NA,NA,NA,NA,NA,0.41,24,0.435611223,0.047619048
94,97,Corr_r,0.004,Kekäläinen,2015,"Male investments in high quality sperm improve fertilization success, but may have negative impact on offspring fitness in whitefish",49,50,65,less ornamented,Coregonus_lavaretus,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,4,NA,5,split into ornamented and less ornamented,5,NA,1,NA,1,NA,24,NA,independent,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 2 (open dots),NA,NA,NA,NA,NA,NA,0.004,24,0.004000021,0.047619048
95,98,Corr_r,0.31,Alonzo,2016,Ovarian fluid allows directional cryptic female choice despite external fertilization,50,51,66,grouped across ovarian fluid treatments,Symphodus_ocellatus,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,1,NA,1,NA,1,NA,1,NA,1,NA,26,NA,independent,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 1,NA,NA,NA,NA,NA,NA,0.31,26,0.320545409,0.043478261
96,99,effect_size_t,0.603231228,Alonzo,2016,Ovarian fluid allows directional cryptic female choice despite external fertilization,50,51,66,grouped across ovarian fluid treatments,Symphodus_ocellatus,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,4,NA,1,NA,1,NA,1,NA,1,NA,26,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 1,NA,NA,NA,0.603231228,NA,NA,0.603231228,26,0.698211359,0.043478261
97,102,Corr_r,0.75,Stockley,2020,Revealing mechanisms of mating plug function under sexual selection,52,53,68,NA,Myodes_glareolus,Mammalia,4,2,NA,4,NA,5,NA,1,2,NA,4,NA,5,NA,2,1,NA,1,1,NA,1,NA,1,NA,1,NA,1,NA,9,based on Fig S5,independent,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. S5,NA,NA,NA,NA,NA,NA,0.75,9,0.972955075,0.166666667
98,103,Corr_r,0.78,Bartlett,2017,Sperm competition risk drives rapid ejaculate adjustments mediated by seminal fluid,53,54,69,NA,Oncorhynchus_tshawytscha,Actinopterygii,3,3,NA,3,NA,5,NA,2,1,NA,6,velocity based on mixing with other males seminal fluid,5,NA,2,1,NA,2,4,NA,1,NA,1,NA,1,NA,1,NA,20,NA,independent,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 7,NA,NA,NA,NA,NA,NA,0.78,20,1.045370548,0.058823529
99,104,Corr_r,0.39,Garcia-Gonzalez,2005,Sperm viability matters in insect sperm competition,54,55,70,NA,Teleogryllus_oceanicus,Insecta,4,2,NA,1,NA,3,based on Fig 1,1,1,NA,1,NA,5,NA,1,2,NA,1,5,NA,1,NA,1,NA,1,NA,1,NA,43,NA,independent,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 1,NA,NA,NA,NA,NA,NA,0.39,43,0.411800034,0.025
100,105,Corr_r,0.57,Linhardt,2005,Spermatozoal competition in common carp (Cyprinus carpio): What is the primary determinant of competition success?,55,56,71,NA,Cyprinus_carpio,Actinopterygii,6,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,5,percent motile,1,NA,1,NA,1,NA,1,NA,11,NA,independent,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fig. 1,NA,NA,NA,NA,NA,NA,0.57,11,0.647522845,0.125
101,106,effect_size_p,-0.729686505,Gage,2004,Spermatozoal Traits and Sperm Competition in Atlantic Salmon: Relative Sperm Velocity Is the Primary Determinant of Fertilization Success,56,57,72,NA,Salmo_salar,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,4,manipulated relative sperm number,4,NA,2,1,NA,2,1,NA,1,NA,4,NA,1,NA,1,NA,9,NA,independent,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in text,NA,NA,NA,NA,NA,-0.729686505,-0.729686505,9,-0.928056541,0.166666667
102,107,effect_size_p,0.325326826,Gage,2004,Spermatozoal Traits and Sperm Competition in Atlantic Salmon: Relative Sperm Velocity Is the Primary Determinant of Fertilization Success,56,57,72,NA,Salmo_salar,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,3,total,1,NA,4,NA,1,NA,1,NA,9,NA,independent,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in text,NA,NA,NA,NA,NA,0.325326826,0.325326826,9,0.337592991,0.166666667
103,109,effect_size_p,0.149410772,Gage,2004,Spermatozoal Traits and Sperm Competition in Atlantic Salmon: Relative Sperm Velocity Is the Primary Determinant of Fertilization Success,56,58,72,NA,Salmo_salar,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,4,manipulated relative sperm number,4,NA,2,1,NA,2,1,NA,1,NA,4,NA,1,NA,1,NA,9,NA,independent,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in text,NA,NA,NA,NA,NA,0.149410772,0.149410772,9,0.150537699,0.166666667
104,110,effect_size_p,0.296480715,Gage,2004,Spermatozoal Traits and Sperm Competition in Atlantic Salmon: Relative Sperm Velocity Is the Primary Determinant of Fertilization Success,56,58,72,NA,Salmo_salar,Actinopterygii,2,3,NA,3,NA,5,NA,2,1,NA,1,NA,1,NA,1,1,NA,2,3,total,1,NA,4,NA,1,NA,1,NA,9,NA,independent,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in text,NA,NA,NA,NA,NA,0.296480715,0.296480715,9,0.30565672,0.166666667
